jobid,operatingcentercity,operatingcenterstate,mid,crid,permitnumber,,,mailingdate,Mail class,Job number,Delivery point,mailing center,pbps process date,pbps process time,usps facility,operation,calendar days,stop the clock
0PMA6202,Atlanta,GA,1800007509,17203542,1055,1122,27020146584409800000000000000,3/2/2015,Standard,0PMA6202,91607198500,Baltimore MD,3/12/2015,8:59:08 AM,Brisbane CA,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6203,Stafford,TX,1800006947,9387318,3395,3462,27020146584409900000000000000,3/15/2015,Standard,0PMA6203,89512175207,Romulus MI,3/24/2015,9:20:53 AM,Corona CA,"DBCS/DIOSS BCS DPS, 1ST PASS",9,1
0PMA6204,Phoenix,AZ,1802130731,13626975,2010,2077,27020146577557500000000000000,3/9/2015,First,0PMA6204,97403198457,Fridley MN,3/18/2015,10:02:04 AM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 2nd PASS",9,1
0PMA6205,Arlington,TX,1803097149,34273215,291,358,27020146577557400000000000000,3/3/2015,Standard,0PMA6205,97504473450,Indianapolis IN,3/6/2015,12:22:28 PM,Denver CO,"DBCS/DIOSS BCS DPS, 1ST PASS",3,1
0PMA6206,Duncan,SC,1802000001,14972544,3101,3168,27020146577557300000000000000,3/11/2015,First,0PMA6206,80246214329,Baltimore MD,3/15/2015,3:14:15 PM,Hartford CT,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6207,Omaha,NE,1802170521,18828327,1010,1077,27020146577557300000000000000,3/2/2015,Standard,0PMA6207,13782180876,Romulus MI,3/11/2015,3:54:52 PM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 4th PASS",9,1
0PMA6208,Kent,WA,1802153671,19576137,145,212,27020146584409600000000000000,2/25/2015,Standard,0PMA6208,48371523586,Fridley MN,3/2/2015,8:12:55 AM,Atlanta GA,"DBCS/DIOSS BCS DPS, 2nd PASS",5,1
0PMA6209,Urbandale,IA,1803123497,12931353,291,358,27020146577557900000000000000,3/14/2015,First,0PMA6209,28607782774,Cedar Rapids IA,3/21/2015,3:52:34 PM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6210,Madison,WI,1802237093,984756,484,551,27020146577557700000000000000,3/8/2015,Standard,0PMA6210,38006376337,Fridley MN,3/14/2015,11:37:06 AM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
0PMA6211,Denver,CO,1802645685,38356386,3101,3168,27020146577557700000000000000,2/28/2015,First,0PMA6211,92115337304,Kansas City MO,3/4/2015,1:29:17 PM,Baltimore MD,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6212,Fridley,MN,400069,15513870,1774,1841,27020146577557600000000000000,3/19/2015,Standard,0PMA6212,68410620016,Charlotte NC,3/24/2015,10:01:21 AM,Romulus MI,"DBCS/DIOSS BCS DPS, 4th PASS",5,1
0PMA6213,Hartford,CT,1802834321,40645503,3395,3462,27020146584410500000000000000,3/31/2015,First,0PMA6213,11784401331,Phoenix AZ,4/5/2015,9:47:31 AM,Fridley MN,"DBCS/DIOSS BCS DPS, 2nd PASS",5,1
0PMA6214,Grand Prairie,TX,1802031971,16343016,1010,1077,27020146584410600000000000000,3/13/2015,First,0PMA6214,28365603814,Brisbane CA,3/21/2015,10:12:52 AM,Kansas City MO,"DBCS/DIOSS BCS DPS, 1ST PASS",8,1
0PMA6215,Indianapolis,IN,1802376565,7827471,2144,2211,27020146590280300000000000000,3/26/2015,Standard,0PMA6215,28314516285,Corona CA,4/5/2015,4:44:59 PM,Charlotte NC,"DBCS/DIOSS BCS DPS, 4th PASS",10,1
0PMA6216,Austin,TX,1802081779,18072339,484,551,27020146584410400000000000000,3/6/2015,First,0PMA6216,30527184048,Rancho Dominguez CA,3/11/2015,4:25:58 PM,Lincoln NE,"DBCS/DIOSS BCS DPS, 2nd PASS",5,1
0PMA6217,Indianapolis,IN,1803009441,7827471,2010,2077,27020146577558100000000000000,2/23/2015,Standard,0PMA6217,92154227295,Brisbane CA,3/5/2015,11:02:15 AM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 1ST PASS",10,1
0PMA6218,Austin,TX,212699,7295442,145,212,27020146577558200000000000000,3/31/2015,First,0PMA6218,32732893493,Corona CA,4/3/2015,11:37:32 AM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 3rd PASS",3,1
0PMA6219,Jacksonville,FL,1802370497,17317998,222,289,27020146577556600000000000000,4/6/2015,Standard,0PMA6219,92056353870,Rancho Dominguez CA,4/13/2015,9:21:27 AM,BenSalem PA,"DBCS/DIOSS BCS DPS, 4th PASS",7,1
0PMA6220,Austin,TX,1802170609,9772893,858,925,27020146584410700000000000000,3/1/2015,First,0PMA6220,44406760169,Denver CO,3/11/2015,8:38:50 AM,Duncan SC,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6221,Jacksonville,FL,1800007181,17184186,858,925,27020146577557000000000000000,4/13/2015,Standard,0PMA6221,85297523179,Phoenix AZ,4/15/2015,4:27:50 PM,Austin TX,"DBCS/DIOSS BCS DPS, 1ST PASS",2,1
0PMA6222,Kansas City,MO,1802728445,15801702,388,455,27020146577557000000000000000,3/13/2015,First,0PMA6222,45216000000,Brisbane CA,3/21/2015,9:23:28 AM,Kent WA,"DBCS/DIOSS BCS DPS, 3rd PASS",8,1
0PMA6223,Grove City,OH,1802376639,7827471,8320,8387,27020146577557000000000000000,3/13/2015,First,0PMA6223,92336316637,Corona CA,3/15/2015,8:20:41 AM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 4th PASS",2,1
0PMA6224,Ashland,VA,1806891003,13452744,145,212,27020146577557000000000000000,3/12/2015,Standard,0PMA6224,20886395201,Rancho Dominguez CA,3/14/2015,4:45:16 PM,Brisbane CA,"DBCS/DIOSS BCS DPS, 2nd PASS",2,1
0PMA6225,Romulus,MI,1802176393,25288341,858,925,27020146577556300000000000000,2/24/2015,First,0PMA6225,68852001414,Denver CO,3/4/2015,10:21:22 AM,Corona CA,"DBCS/DIOSS BCS DPS, 1ST PASS",8,1
0PMA6226,Pine Brook,NJ,1802169631,9427152,1055,1122,27020146577556300000000000000,3/15/2015,Standard,0PMA6226,35611427807,Hartford CT,3/17/2015,11:57:33 AM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 1ST PASS",2,1
0PMA6227,San Diego,CA,1802045117,9232092,3395,3462,27020146577556200000000000000,3/9/2015,First,0PMA6227,30004664399,Denver CO,3/11/2015,4:59:23 PM,Denver CO,"DBCS/DIOSS BCS DPS, 3rd PASS",2,1
0PMA6228,Lincoln,NE,1802130625,12168087,2010,2077,27020146577556500000000000000,3/27/2015,Standard,0PMA6228,98155756057,Hartford CT,3/28/2015,11:10:45 AM,Hartford CT,"DBCS/DIOSS BCS DPS, 4th PASS",1,1
0PMA6229,Brisbane,CA,1802170149,24915747,291,358,27020146577557000000000000000,3/7/2015,First,0PMA6229,77573627942,Jacksonville FL,3/17/2015,10:30:52 AM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6230,Hicksville,NY,1802170155,14684184,3101,3168,27020146577557000000000000000,3/2/2015,Standard,0PMA6230,78747394001,Atlanta GA,3/8/2015,3:48:32 PM,Atlanta GA,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
0PMA6231,West Sacramento,CA,1802167001,13001070,1010,1077,27020146590279900000000000000,3/7/2015,First,0PMA6231,44141174310,Baltimore MD,3/16/2015,2:32:21 PM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 4th PASS",9,1
0PMA6232,Atlanta,GA,1795517,39805581,291,358,27020146590283500000000000000,2/28/2015,Standard,0PMA6232,89134642853,Romulus MI,3/5/2015,12:01:26 PM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 2nd PASS",5,1
0PMA6233,Stafford,TX,1802383011,33959334,484,551,27020146590281000000000000000,4/2/2015,First,0PMA6233,28697095555,Kent WA,4/5/2015,1:09:50 PM,Baltimore MD,"DBCS/DIOSS BCS DPS, 3rd PASS",3,1
0PMA6234,Phoenix,AZ,1802167163,16100025,3101,3168,27020146590278900000000000000,2/27/2015,Standard,0PMA6234,17201245836,Pine Brook NJ,3/2/2015,3:34:34 PM,Romulus MI,"DBCS/DIOSS BCS DPS, 4th PASS",3,1
0PMA6235,Arlington,TX,1802228791,11780505,1774,1841,27020146590280500000000000000,3/18/2015,First,0PMA6235,79705620329,BenSalem PA,3/28/2015,9:03:19 AM,Fridley MN,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6236,Duncan,SC,1802728457,9726609,3395,3462,27020146590278600000000000000,3/10/2015,Standard,0PMA6236,6249251980,Duncan SC,3/15/2015,10:56:12 AM,Kansas City MO,"DBCS/DIOSS BCS DPS, 1ST PASS",5,1
0PMA6237,Hartford,CT,1846141003,13424688,1010,1077,27020146584411200000000000000,3/15/2015,Standard,0PMA6237,68901361135,Austin TX,3/23/2015,3:43:47 PM,Charlotte NC,"DBCS/DIOSS BCS DPS, 1ST PASS",8,1
0PMA6238,Grand Prairie,TX,203751,15087471,291,358,27020146584412000000000000000,3/14/2015,First,0PMA6238,93706395751,Kent WA,3/19/2015,4:09:24 PM,Lincoln NE,"DBCS/DIOSS BCS DPS, 3rd PASS",5,1
0PMA6239,Indianapolis,IN,1795433,19589340,484,551,27020146590282700000000000000,4/8/2015,Standard,0PMA6239,70805440766,Pine Brook NJ,4/12/2015,11:58:34 AM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 4th PASS",4,1
0PMA6240,Austin,TX,1803138589,12990336,3101,3168,27020146584411200000000000000,3/4/2015,First,0PMA6240,21061483059,Cincinnati OH,3/13/2015,11:58:25 AM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 2nd PASS",9,1
0PMA6241,Denver,CO,1800007503,10886931,1774,1841,27020146590278600000000000000,3/26/2015,Standard,0PMA6241,64468111123,BenSalem PA,3/30/2015,9:57:53 AM,BenSalem PA,"DBCS/DIOSS BCS DPS, 1ST PASS",4,1
0PMA6242,Fridley,MN,1802117567,11832990,3395,3462,27020146584407600000000000000,3/28/2015,Standard,0PMA6242,66085919320,Duncan SC,3/29/2015,1:02:56 PM,Duncan SC,"DBCS/DIOSS BCS DPS, 3rd PASS",1,1
0PMA6243,Hartford,CT,400473,17133408,1010,1077,27020146584406900000000000000,3/21/2015,First,0PMA6243,63116490313,Austin TX,3/31/2015,4:44:41 PM,Austin TX,"DBCS/DIOSS BCS DPS, 4th PASS",10,1
0PMA6244,Grand Prairie,TX,1802170563,9594225,427,494,27020146584407200000000000000,4/10/2015,Standard,0PMA6244,40272503016,Kent WA,4/15/2015,3:25:12 PM,Kent WA,"DBCS/DIOSS BCS DPS, 2nd PASS",5,1
0PMA6245,Indianapolis,IN,1800007181,17184186,388,455,27020146577557100000000000000,4/10/2015,First,0PMA6245,41042303344,Baltimore MD,4/13/2015,8:37:41 AM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 1ST PASS",3,1
0PMA6246,Austin,TX,203751,15087471,858,925,27020146577556100000000000000,3/2/2015,Standard,0PMA6246,54456133305,Cincinnati OH,3/8/2015,3:35:08 PM,Brisbane CA,"DBCS/DIOSS BCS DPS, 3rd PASS",6,1
0PMA6247,Jacksonville,FL,1795433,19589340,2010,2077,27020146584408000000000000000,3/7/2015,First,0PMA6247,72396757006,BenSalem PA,3/10/2015,9:47:05 AM,Corona CA,"DBCS/DIOSS BCS DPS, 4th PASS",3,1
0PMA6248,Reading,PA,1803138589,12990336,145,212,27020146584411600000000000000,3/25/2015,Standard,0PMA6248,24064151128,Duncan SC,4/1/2015,3:10:57 PM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 2nd PASS",7,1
0PMA6249,Romulus,MI,1800007503,10886931,222,289,27020146590283000000000000000,3/8/2015,First,0PMA6249,44312362240,Austin TX,3/10/2015,2:52:13 PM,Denver CO,"DBCS/DIOSS BCS DPS, 4th PASS",2,1
0PMA6250,Pine Brook,NJ,1802117567,11832990,858,925,27020146590283000000000000000,3/20/2015,Standard,0PMA6250,33167153380,Indianapolis IN,3/24/2015,2:49:55 PM,Hartford CT,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
0PMA6251,San Diego,CA,400473,17133408,858,925,27020146590282900000000000000,4/3/2015,First,0PMA6251,76302291022,BenSalem PA,4/10/2015,12:11:57 PM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6252,Brisbane,CA,1800007509,17203542,1055,1122,27020146590283500000000000000,2/24/2015,Standard,0PMA6252,91607198500,Duncan SC,3/4/2015,10:26:15 AM,Atlanta GA,"DBCS/DIOSS BCS DPS, 3rd PASS",8,1
0PMA6253,Hicksville,NY,1800006947,9387318,3395,3462,27020146584408100000000000000,3/26/2015,First,0PMA6253,89512175207,Austin TX,3/27/2015,3:43:47 PM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 4th PASS",1,1
0PMA6254,West Sacramento,CA,1802130731,13626975,2010,2077,27020146584409700000000000000,3/3/2015,Standard,0PMA6254,97403198457,Indianapolis IN,3/7/2015,9:23:46 AM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6255,Atlanta,GA,1803097149,34273215,291,358,27020146590279100000000000000,3/21/2015,First,0PMA6255,97504473450,Baltimore MD,3/29/2015,1:00:46 PM,Baltimore MD,"DBCS/DIOSS BCS DPS, 4th PASS",8,1
0PMA6256,Stafford,TX,1802000001,14972544,2010,2077,27020146689237200000000000000,3/29/2015,Standard,0PMA6256,80246214329,Cincinnati OH,4/4/2015,2:30:20 PM,Romulus MI,"DBCS/DIOSS BCS DPS, 2nd PASS",6,1
0PMA6257,Phoenix,AZ,1802170521,18828327,301,368,27020146689237200000000000000,3/1/2015,First,0PMA6257,13782180876,BenSalem PA,3/11/2015,12:30:14 PM,Fridley MN,"DBCS/DIOSS BCS DPS, 1ST PASS",10,1
0PMA6258,Arlington,TX,1802153671,19576137,1010,1077,27020146377560000000000000000,4/7/2015,Standard,0PMA6258,48371523586,Duncan SC,4/13/2015,3:28:39 PM,Kansas City MO,"DBCS/DIOSS BCS DPS, 3rd PASS",6,1
0PMA6259,Duncan,SC,1806891003,13452744,4125,4192,27020146377559900000000000000,3/14/2015,First,0PMA6259,28607782774,Austin TX,3/16/2015,10:53:02 AM,Charlotte NC,"DBCS/DIOSS BCS DPS, 4th PASS",2,1
0PMA6260,Atlanta,GA,1802176393,25288341,3395,3462,27020146377560100000000000000,3/3/2015,Standard,0PMA6260,38006376337,Jacksonville FL,3/4/2015,11:08:53 AM,Lincoln NE,"DBCS/DIOSS BCS DPS, 2nd PASS",1,1
0PMA6261,Stafford,TX,1802169631,9427152,3101,3168,27020146377560000000000000000,4/3/2015,First,0PMA6261,92115337304,Atlanta GA,4/7/2015,3:13:32 PM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 1ST PASS",4,1
0PMA6262,Phoenix,AZ,1802045117,9232092,484,551,27020146377560000000000000000,4/7/2015,Standard,0PMA6262,68410620016,Cedar Rapids IA,4/11/2015,2:53:23 PM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 3rd PASS",4,1
0PMA6263,Omaha,NE,1802130625,12168087,1209,1276,27020146377560000000000000000,3/8/2015,First,0PMA6263,11784401331,Cedar Rapids IA,3/12/2015,8:17:14 AM,BenSalem PA,"DBCS/DIOSS BCS DPS, 4th PASS",4,1
0PMA6264,Kent,WA,1802170149,24915747,484,551,27020146377559900000000000000,3/4/2015,Standard,0PMA6264,28365603814,Denver CO,3/11/2015,4:03:30 PM,Duncan SC,"DBCS/DIOSS BCS DPS, 2nd PASS",7,1
0PMA6265,Urbandale,IA,1802170155,14684184,2144,2211,27020146377560100000000000000,3/17/2015,First,0PMA6265,28314516285,Hartford CT,3/22/2015,10:52:02 AM,Austin TX,"DBCS/DIOSS BCS DPS, 1ST PASS",5,1
0PMA6266,Madison,WI,1802081779,18072339,484,551,27020146377560000000000000000,3/4/2015,Standard,0PMA6266,30527184048,Jacksonville FL,3/13/2015,9:43:38 AM,Kent WA,"DBCS/DIOSS BCS DPS, 2nd PASS",9,1
0PMA6267,Duncan,SC,1803009441,7827471,366,433,27020146377560000000000000000,2/27/2015,First,0PMA6267,92154227295,Atlanta GA,3/5/2015,10:40:05 AM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
0PMA6268,Omaha,NE,212699,7295442,11618,11685,27020146377560000000000000000,3/13/2015,Standard,0PMA6268,32732893493,Jacksonville FL,3/16/2015,9:08:30 AM,Brisbane CA,"DBCS/DIOSS BCS DPS, 3rd PASS",3,1
0PMA6269,Kent,WA,1802376639,7827471,4125,4192,27020146377560000000000000000,3/19/2015,First,0PMA6269,92056353870,Atlanta GA,3/27/2015,9:14:24 AM,Corona CA,"DBCS/DIOSS BCS DPS, 4th PASS",8,1
0PMA6270,Urbandale,IA,1806891003,13452744,427,494,27020146686311100000000000000,2/27/2015,Standard,0PMA6270,44406760169,Cedar Rapids IA,3/7/2015,9:47:31 AM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 2nd PASS",8,1
0PMA6271,Madison,WI,1802176393,25288341,484,551,27020146679314900000000000000,3/28/2015,First,0PMA6271,85297523179,Denver CO,4/3/2015,3:38:27 PM,Denver CO,"DBCS/DIOSS BCS DPS, 4th PASS",6,1
0PMA6272,Denver,CO,1802169631,9427152,388,455,27020146679314900000000000000,3/23/2015,Standard,0PMA6272,45216000000,Hartford CT,3/27/2015,12:36:52 PM,Hartford CT,"DBCS/DIOSS BCS DPS, 2nd PASS",4,1
0PMA6273,Fridley,MN,1802045117,9232092,8320,8387,27020146679314900000000000000,3/19/2015,First,0PMA6273,92336316637,Jacksonville FL,3/29/2015,2:08:36 PM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 1ST PASS",10,1
0PMA6274,Hartford,CT,1802130625,12168087,145,212,27020146679314900000000000000,4/3/2015,Standard,0PMA6274,20886395201,Atlanta GA,4/8/2015,9:55:44 AM,Atlanta GA,"DBCS/DIOSS BCS DPS, 3rd PASS",5,1
0PMA6275,Grand Prairie,TX,1802170149,24915747,858,925,27020146679314900000000000000,4/1/2015,First,0PMA6275,68852001414,Rancho Dominguez CA,4/10/2015,9:43:21 AM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 4th PASS",9,1
0PMA6276,Indianapolis,IN,1802170155,14684184,2010,2077,27020146679314900000000000000,4/3/2015,First,0PMA6276,35611427807,Denver CO,4/13/2015,11:53:14 AM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6277,Austin,TX,1802167001,13001070,145,212,27020146679314900000000000000,2/20/2015,Standard,0PMA6277,30004664399,Hartford CT,3/2/2015,11:15:39 AM,Baltimore MD,"DBCS/DIOSS BCS DPS, 1ST PASS",10,1
0PMA6278,Hartford,CT,1795517,39805581,222,289,27020146590279900000000000000,3/11/2015,First,0PMA6278,98155756057,Jacksonville FL,3/16/2015,9:18:43 AM,Romulus MI,"DBCS/DIOSS BCS DPS, 3rd PASS",5,1
0PMA6279,Grand Prairie,TX,1802170149,24915747,858,925,27020146584407100000000000000,4/5/2015,Standard,0PMA6279,77573627942,Denver CO,4/10/2015,3:48:14 PM,Fridley MN,"DBCS/DIOSS BCS DPS, 4th PASS",5,1
0PMA6280,Indianapolis,IN,1802170155,14684184,858,925,27020146584406600000000000000,3/26/2015,First,0PMA6280,78747394001,Hartford CT,3/27/2015,1:13:52 PM,Kansas City MO,"DBCS/DIOSS BCS DPS, 2nd PASS",1,1
0PMA6281,Cincinnati,OH,1802167001,13001070,1055,1122,27020146575414100000000000000,2/25/2015,Standard,0PMA6281,44141174310,Cedar Rapids IA,3/6/2015,2:26:18 PM,Charlotte NC,"DBCS/DIOSS BCS DPS, 1ST PASS",9,1
0PMA6282,Kansas City,MO,1795517,39805581,3395,3462,27020146575414100000000000000,3/28/2015,First,0PMA6282,89134642853,Charlotte NC,4/2/2015,9:55:52 AM,Lincoln NE,"DBCS/DIOSS BCS DPS, 3rd PASS",5,1
0PMA6283,Grove City,OH,1802383011,33959334,2010,2077,27020146590280500000000000000,3/7/2015,Standard,0PMA6283,28697095555,Lincoln NE,3/16/2015,3:31:06 PM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 4th PASS",9,1
0PMA6284,Rancho Dominguez,CA,1802167163,16100025,291,358,27020146584406800000000000000,3/23/2015,First,0PMA6284,17201245836,Pine Brook NJ,3/26/2015,4:17:37 PM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 2nd PASS",3,1
0PMA6285,Cincinnati,OH,1795433,19589340,2010,2077,27020146590278500000000000000,4/2/2015,Standard,0PMA6285,79705620329,Kent WA,4/4/2015,12:45:22 PM,BenSalem PA,"DBCS/DIOSS BCS DPS, 1ST PASS",2,1
0PMA6286,Kansas City,MO,1803138589,12990336,301,368,27020146590279600000000000000,3/3/2015,First,0PMA6286,6249251980,Brisbane CA,3/6/2015,9:42:46 AM,Duncan SC,"DBCS/DIOSS BCS DPS, 3rd PASS",3,1
0PMA6287,Grove City,OH,1800007503,10886931,1010,1077,27020146584406600000000000000,3/30/2015,First,0PMA6287,68901361135,Corona CA,4/7/2015,4:15:01 PM,Austin TX,"DBCS/DIOSS BCS DPS, 4th PASS",8,1
0PMA6288,Rancho Dominguez,CA,1802117567,11832990,2144,2211,27020146555877900000000000000,3/30/2015,Standard,0PMA6288,93706395751,Corona CA,4/7/2015,8:31:12 AM,Kent WA,"DBCS/DIOSS BCS DPS, 2nd PASS",8,1
0PMA6289,Charlotte,NC,400473,17133408,484,551,27020146689237100000000000000,4/8/2015,First,0PMA6289,70805440766,Rancho Dominguez CA,4/14/2015,3:06:37 PM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
0PMA6290,Brisbane,CA,1802170563,9594225,366,433,27020146689237100000000000000,3/14/2015,Standard,0PMA6290,21061483059,Denver CO,3/18/2015,2:49:55 PM,Brisbane CA,"DBCS/DIOSS BCS DPS, 4th PASS",4,1
0PMA6291,Hicksville,NY,1800007503,10886931,11618,11685,27020146377560000000000000000,3/1/2015,Standard,0PMA6291,64468111123,Hartford CT,3/3/2015,4:18:46 PM,Corona CA,"DBCS/DIOSS BCS DPS, 2nd PASS",2,1
0PMA6292,West Sacramento,CA,1802117567,11832990,3395,3462,27020146377560000000000000000,4/5/2015,First,0PMA6292,66085919320,Jacksonville FL,4/6/2015,1:43:58 PM,Rancho Dominguez CA,"DBCS/DIOSS BCS DPS, 1ST PASS",1,1
0PMA6293,Atlanta,GA,400473,17133408,1010,1077,27020146377560100000000000000,3/10/2015,Standard,0PMA6293,63116490313,Denver CO,3/18/2015,8:40:25 AM,Denver CO,"DBCS/DIOSS BCS DPS, 2nd PASS",8,1
0PMA6294,Stafford,TX,1802170563,9594225,427,494,27020146377560100000000000000,3/6/2015,First,0PMA6294,40272503016,Hartford CT,3/13/2015,9:04:11 AM,Hartford CT,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6295,Phoenix,AZ,1800007181,17184186,388,455,27020146377560000000000000000,4/1/2015,Standard,0PMA6295,41042303344,Cedar Rapids IA,4/9/2015,12:42:03 PM,Jacksonville FL,"DBCS/DIOSS BCS DPS, 3rd PASS",8,1
0PMA6296,Brisbane,CA,1999995481,7212636,858,925,27020146377560000000000000000,3/19/2015,First,0PMA6296,54456133305,Indianapolis IN,3/24/2015,11:33:48 AM,Atlanta GA,"DBCS/DIOSS BCS DPS, 4th PASS",5,1
0PMA6297,Hicksville,NY,1802626637,38113497,2010,2077,27020146377559900000000000000,4/3/2015,First,0PMA6297,72396757006,Baltimore MD,4/9/2015,12:43:38 PM,Cedar Rapids IA,"DBCS/DIOSS BCS DPS, 2nd PASS",6,1
0PMA6298,West Sacramento,CA,1800006827,11858424,145,212,27020146377560200000000000000,4/2/2015,Standard,0PMA6298,24064151128,Romulus MI,4/9/2015,1:14:44 PM,Indianapolis IN,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6299,Atlanta,GA,1818267003,12929859,2010,2077,27020146377560200000000000000,3/3/2015,First,0PMA6299,44312362240,Fridley MN,3/4/2015,11:07:44 AM,Baltimore MD,"DBCS/DIOSS BCS DPS, 3rd PASS",1,1
0PMA6300,Stafford,TX,1802020743,18058923,301,368,27020146377560100000000000000,4/3/2015,Standard,0PMA6300,33167153380,Kansas City MO,4/7/2015,11:30:46 AM,Romulus MI,"DBCS/DIOSS BCS DPS, 4th PASS",4,1
0PMA6301,Phoenix,AZ,1802167155,19306242,1010,1077,27020146377560000000000000000,3/22/2015,First,0PMA6301,76302291022,Charlotte NC,3/29/2015,9:47:57 AM,Fridley MN,"DBCS/DIOSS BCS DPS, 2nd PASS",7,1
0PMA6302,Arlington,TX,1802383011,33959334,4125,4192,27020146377560100000000000000,3/5/2015,First,0PMA6302,91607198500,Lincoln NE,3/8/2015,3:48:40 PM,Kansas City MO,"DBCS/DIOSS BCS DPS, 1ST PASS",3,1
0PMA6303,Duncan,SC,1802167163,16100025,3395,3462,27020146686311100000000000000,4/10/2015,Standard,0PMA6303,89512175207,Pine Brook NJ,4/11/2015,8:08:10 AM,Charlotte NC,"DBCS/DIOSS BCS DPS, 3rd PASS",1,1
0PMA6304,Omaha,NE,1795433,19589340,2010,2077,27020146679314900000000000000,3/14/2015,First,0PMA6304,97403198457,Kent WA,3/17/2015,8:55:15 AM,Lincoln NE,"DBCS/DIOSS BCS DPS, 4th PASS",3,1
0PMA6305,Kent,WA,1803138589,12990336,291,358,27020146679314900000000000000,2/20/2015,Standard,0PMA6305,97504473450,Brisbane CA,3/2/2015,9:12:23 AM,Pine Brook NJ,"DBCS/DIOSS BCS DPS, 2nd PASS",10,1
0PMA6306,Urbandale,IA,1800007503,10886931,2010,2077,27020146679314900000000000000,4/2/2015,First,0PMA6306,80246214329,Corona CA,4/7/2015,1:35:28 PM,Cincinnati OH,"DBCS/DIOSS BCS DPS, 1ST PASS",5,1
0PMA6307,Madison,WI,1800007181,17184186,301,368,27020146679314900000000000000,4/11/2015,Standard,0PMA6307,13782180876,Rancho Dominguez CA,4/12/2015,3:52:25 PM,BenSalem PA,"DBCS/DIOSS BCS DPS, 3rd PASS",1,1
0PMA6308,Denver,CO,1800007181,17184186,1010,1077,27020146679314900000000000000,3/24/2015,First,0PMA6308,48371523586,Denver CO,4/2/2015,4:44:24 PM,Duncan SC,"DBCS/DIOSS BCS DPS, 2nd PASS",9,1
0PMA6309,Fridley,MN,1999995481,7212636,4125,4192,27020146679314900000000000000,3/31/2015,Standard,0PMA6309,28607782774,Hartford CT,4/7/2015,2:24:35 PM,Austin TX,"DBCS/DIOSS BCS DPS, 1ST PASS",7,1
0PMA6310,Hartford,CT,1802626637,38113497,3395,3462,27020146679314900000000000000,2/19/2015,First,0PMA6310,38006376337,Jacksonville FL,3/1/2015,12:32:50 PM,Kent WA,"DBCS/DIOSS BCS DPS, 3rd PASS",10,1
0PMA6311,Grand Prairie,TX,1800006827,11858424,3101,3168,27020146590278300000000000000,3/26/2015,First,0PMA6311,92115337304,Phoenix AZ,3/31/2015,12:13:32 PM,Phoenix AZ,"DBCS/DIOSS BCS DPS, 4th PASS",5,1
0PMA6312,Indianapolis,IN,1802176393,25288341,484,551,27020146584406600000000000000,3/17/2015,Standard,0PMA6312,68410620016,Brisbane CA,3/23/2015,8:06:35 AM,Brisbane CA,"DBCS/DIOSS BCS DPS, 1ST PASS",6,1
